first_name,last_name,company,source_url,title,email,linkedin_url,phone
Gunjan,Gunjan,Bain Capital,https://www.baincapital.com/people,Mumbai,gunjan.gunjan@www.baincapital.com,,
David,David,Bain Capital,https://www.baincapital.com/people,Boston,david.david@www.baincapital.com,,
Ryan,Ryan,Bain Capital,https://www.baincapital.com/people,Boston,ryan.ryan@www.baincapital.com,,
Product,Product,Bain Capital,https://www.baincapital.com/people,Boston,product.product@www.baincapital.com,,
Victoria,Victoria,Bain Capital,https://www.baincapital.com/people,York,victoria.victoria@www.baincapital.com,,
Jacob,Jacob,Bain Capital,https://www.baincapital.com/people,Boston,jacob.jacob@www.baincapital.com,,
Gordon,Gordon,Bain Capital,https://www.baincapital.com/people,Boston,gordon.gordon@www.baincapital.com,,
Steven,Steven,Bain Capital,https://www.baincapital.com/people,Boston,steven.steven@www.baincapital.com,,
Luca,Luca,Bain Capital,https://www.baincapital.com/people,London,luca.luca@www.baincapital.com,,
James,James,Bain Capital,https://www.baincapital.com/people,London,james.james@www.baincapital.com,,
Lauren,Lauren,Bain Capital,https://www.baincapital.com/people,York,lauren.lauren@www.baincapital.com,,
William,William,Bain Capital,https://www.baincapital.com/people,Boston,william.william@www.baincapital.com,,
Taylor,Taylor,Bain Capital,https://www.baincapital.com/people,Boston,taylor.taylor@www.baincapital.com,,
Maximilian,Maximilian,Bain Capital,https://www.baincapital.com/people,London,maximilian.maximilian@www.baincapital.com,,
Anupam,Anupam,Bain Capital,https://www.baincapital.com/people,Singapore,anupam.anupam@www.baincapital.com,,
Tech,Tech,Bain Capital,https://www.baincapital.com/people,Boston,tech.tech@www.baincapital.com,,
Corporate,Corporate,Bain Capital,https://www.baincapital.com/people,London,corporate.corporate@www.baincapital.com,,
San,San,Bain Capital,https://www.baincapital.com/people,Francisco,san.san@www.baincapital.com,,
Crypto,Crypto,Bain Capital,https://www.baincapital.com/people,Francisco,crypto.crypto@www.baincapital.com,,
Life,Life,Bain Capital,https://www.baincapital.com/people,Boston,life.life@www.baincapital.com,,
Public,Public,Bain Capital,https://www.baincapital.com/people,Boston,public.public@www.baincapital.com,,
Special,Special,Bain Capital,https://www.baincapital.com/people,Madrid,special.special@www.baincapital.com,,
Real,Real,Bain Capital,https://www.baincapital.com/people,Boston,real.real@www.baincapital.com,,
Investor,Investor,Bain Capital,https://www.baincapital.com/people,Boston,investor.investor@www.baincapital.com,,
New,New,Bain Capital,https://www.baincapital.com/people,York,new.new@www.baincapital.com,,
Partnership,Partnership,Bain Capital,https://www.baincapital.com/people,Boston,partnership.partnership@www.baincapital.com,,
Insurance,Insurance,Bain Capital,https://www.baincapital.com/people,Boston,insurance.insurance@www.baincapital.com,,
Apollo,Apollo,Apollo Global Management,https://www.apollo.com/aboutus/leadership-and-people,Management,apollo.apollo@www.apollo.com,,
Chief,Chief,Apollo Global Management,https://www.apollo.com/aboutus/leadership-and-people,Athene,chief.chief@www.apollo.com,,
Athene,Athene,Apollo Global Management,https://www.apollo.com/aboutus/leadership-and-people,USA,athene.athene@www.apollo.com,,
Global,Global,Apollo Global Management,https://www.apollo.com/aboutus/leadership-and-people,Capital,global.global@www.apollo.com,,
Inc.,Inc.,Apollo Global Management,https://www.apollo.com/aboutus/leadership-and-people,Reserved.,inc..inc.@www.apollo.com,,
NYSE:,NYSE:,Apollo Global Management,https://www.apollo.com/aboutus/leadership-and-people,APO,nyse:.nyse:@www.apollo.com,,
Co-Founder,Co-Founder,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,More,co-founder.co-founder@www.generalatlantic.com,,
William,William,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,william.william@www.generalatlantic.com,,
Chairman,Chairman,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Officer,chairman.chairman@www.generalatlantic.com,,
Growth,Growth,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,growth.growth@www.generalatlantic.com,,
Lance,Lance,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Uggla,lance.lance@www.generalatlantic.com,,
David,David,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Chairman,david.david@www.generalatlantic.com,,
Vice,Vice,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Chairman,vice.vice@www.generalatlantic.com,,
Global,Global,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,global.global@www.generalatlantic.com,,
Gabriel,Gabriel,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Caillaux,gabriel.gabriel@www.generalatlantic.com,,
Climate,Climate,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,climate.climate@www.generalatlantic.com,,
Head,Head,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,head.head@www.generalatlantic.com,,
Martín,Martín,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Escobari,martín.martín@www.generalatlantic.com,,
Lord,Lord,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Climate,lord.lord@www.generalatlantic.com,,
Melis,Melis,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Akar,melis.melis@www.generalatlantic.com,,
Co-Head,Co-Head,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,co-head.co-head@www.generalatlantic.com,,
Rodrigo,Rodrigo,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Catunda,rodrigo.rodrigo@www.generalatlantic.com,,
Luis,Luis,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Cervantes,luis.luis@www.generalatlantic.com,,
Andrew,Andrew,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Crawford,andrew.andrew@www.generalatlantic.com,,
Consumer,Consumer,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,consumer.consumer@www.generalatlantic.com,,
Alex,Alex,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Crisses,alex.alex@www.generalatlantic.com,,
Jonathan,Jonathan,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Durham,jonathan.jonathan@www.generalatlantic.com,,
Oscar,Oscar,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Fan,oscar.oscar@www.generalatlantic.com,,
Chief,Chief,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Credit,chief.chief@www.generalatlantic.com,,
George,George,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Fan,george.george@www.generalatlantic.com,,
Aaron,Aaron,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Goldman,aaron.aaron@www.generalatlantic.com,,
Sascha,Sascha,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,sascha.sascha@www.generalatlantic.com,,
Managing,Managing,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Director,managing.managing@www.generalatlantic.com,,
Neal,Neal,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Kok,neal.neal@www.generalatlantic.com,,
Shantanu,Shantanu,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Rastogi,shantanu.shantanu@www.generalatlantic.com,,
Luiz,Luiz,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Ribeiro,luiz.luiz@www.generalatlantic.com,,
Tripp,Tripp,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Smith,tripp.tripp@www.generalatlantic.com,,
Paul,Paul,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Stamas,paul.paul@www.generalatlantic.com,,
Financial,Financial,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,financial.financial@www.generalatlantic.com,,
Tanzeen,Tanzeen,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Syed,tanzeen.tanzeen@www.generalatlantic.com,,
Robbert,Robbert,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Vorhoff,robbert.robbert@www.generalatlantic.com,,
Michael,Michael,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Credit,michael.michael@www.generalatlantic.com,,
MD,MD,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Sciences,md.md@www.generalatlantic.com,,
Life,Life,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Sciences,life.life@www.generalatlantic.com,,
Chi,Chi,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Zhang,chi.chi@www.generalatlantic.com,,
Eli,Eli,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Climate,eli.eli@www.generalatlantic.com,,
Matthew,Matthew,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Credit,matthew.matthew@www.generalatlantic.com,,
Wilson,Wilson,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Climate,wilson.wilson@www.generalatlantic.com,,
Rhea,Rhea,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Climate,rhea.rhea@www.generalatlantic.com,,
Jimmy,Jimmy,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Technology,jimmy.jimmy@www.generalatlantic.com,,
Raph,Raph,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,raph.raph@www.generalatlantic.com,,
Nate,Nate,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Credit,nate.nate@www.generalatlantic.com,,
Jeffrey,Jeffrey,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Credit,jeffrey.jeffrey@www.generalatlantic.com,,
Justin,Justin,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Healthcare,justin.justin@www.generalatlantic.com,,
Caroline,Caroline,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,caroline.caroline@www.generalatlantic.com,,
Leo,Leo,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Credit,leo.leo@www.generalatlantic.com,,
Anand,Anand,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,anand.anand@www.generalatlantic.com,,
Operating,Operating,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Partner,operating.operating@www.generalatlantic.com,,
Frederico,Frederico,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,frederico.frederico@www.generalatlantic.com,,
Victor,Victor,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,victor.victor@www.generalatlantic.com,,
Preston,Preston,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Technology,preston.preston@www.generalatlantic.com,,
Srinivas,Srinivas,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,srinivas.srinivas@www.generalatlantic.com,,
Ben,Ben,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Healthcare,ben.ben@www.generalatlantic.com,,
Lu,Lu,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,lu.lu@www.generalatlantic.com,,
Alexa,Alexa,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,alexa.alexa@www.generalatlantic.com,,
Taylor,Taylor,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Credit,taylor.taylor@www.generalatlantic.com,,
Sharad,Sharad,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,sharad.sharad@www.generalatlantic.com,,
Jessie,Jessie,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Technology,jessie.jessie@www.generalatlantic.com,,
Josh,Josh,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Technology,josh.josh@www.generalatlantic.com,,
Natasha,Natasha,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Climate,natasha.natasha@www.generalatlantic.com,,
Fletcher,Fletcher,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Healthcare,fletcher.fletcher@www.generalatlantic.com,,
Asher,Asher,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Technology,asher.asher@www.generalatlantic.com,,
Tom,Tom,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,tom.tom@www.generalatlantic.com,,
John,John,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Healthcare,john.john@www.generalatlantic.com,,
Peter,Peter,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Sciences,peter.peter@www.generalatlantic.com,,
Jacqueline,Jacqueline,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,jacqueline.jacqueline@www.generalatlantic.com,,
Jason,Jason,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Sciences,jason.jason@www.generalatlantic.com,,
Jon,Jon,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Healthcare,jon.jon@www.generalatlantic.com,,
Varun,Varun,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,varun.varun@www.generalatlantic.com,,
GA,GA,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Credit,ga.ga@www.generalatlantic.com,,
Ramy,Ramy,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Toma,ramy.ramy@www.generalatlantic.com,,
Vinay,Vinay,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Climate,vinay.vinay@www.generalatlantic.com,,
Ziyad,Ziyad,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,ziyad.ziyad@www.generalatlantic.com,,
Jennifer,Jennifer,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,jennifer.jennifer@www.generalatlantic.com,,
Izkandar,Izkandar,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,izkandar.izkandar@www.generalatlantic.com,,
Andrea,Andrea,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,andrea.andrea@www.generalatlantic.com,,
Walker,Walker,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Sciences,walker.walker@www.generalatlantic.com,,
Alexia,Alexia,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Healthcare,alexia.alexia@www.generalatlantic.com,,
Stella,Stella,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,stella.stella@www.generalatlantic.com,,
Laura,Laura,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,laura.laura@www.generalatlantic.com,,
Jared,Jared,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,jared.jared@www.generalatlantic.com,,
Mark,Mark,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,mark.mark@www.generalatlantic.com,,
Anthony,Anthony,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Technology,anthony.anthony@www.generalatlantic.com,,
Julia,Julia,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,julia.julia@www.generalatlantic.com,,
Harrison,Harrison,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,harrison.harrison@www.generalatlantic.com,,
Meili,Meili,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,meili.meili@www.generalatlantic.com,,
Henry,Henry,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Credit,henry.henry@www.generalatlantic.com,,
Sofia,Sofia,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,sofia.sofia@www.generalatlantic.com,,
Anna,Anna,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,anna.anna@www.generalatlantic.com,,
Technology,Technology,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Technology,technology.technology@www.generalatlantic.com,,
Charles,Charles,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Haliburton,charles.charles@www.generalatlantic.com,,
Jack,Jack,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,jack.jack@www.generalatlantic.com,,
Nicolas,Nicolas,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Climate,nicolas.nicolas@www.generalatlantic.com,,
Fraser,Fraser,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Johnston-Donne,fraser.fraser@www.generalatlantic.com,,
PhD,PhD,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Sciences,phd.phd@www.generalatlantic.com,,
Harry,Harry,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,harry.harry@www.generalatlantic.com,,
Rajat,Rajat,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,rajat.rajat@www.generalatlantic.com,,
Ken,Ken,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Massa,ken.ken@www.generalatlantic.com,,
Majid,Majid,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,majid.majid@www.generalatlantic.com,,
Armaan,Armaan,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Healthcare,armaan.armaan@www.generalatlantic.com,,
Jas,Jas,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,jas.jas@www.generalatlantic.com,,
Maria,Maria,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,maria.maria@www.generalatlantic.com,,
Frederick,Frederick,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Technology,frederick.frederick@www.generalatlantic.com,,
Oliver,Oliver,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Healthcare,oliver.oliver@www.generalatlantic.com,,
Ruchi,Ruchi,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,ruchi.ruchi@www.generalatlantic.com,,
Zoe,Zoe,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,zoe.zoe@www.generalatlantic.com,,
Hector,Hector,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,hector.hector@www.generalatlantic.com,,
Sarah,Sarah,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Sciences,sarah.sarah@www.generalatlantic.com,,
Zeev,Zeev,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,zeev.zeev@www.generalatlantic.com,,
James,James,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,james.james@www.generalatlantic.com,,
Echo,Echo,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,echo.echo@www.generalatlantic.com,,
Dhawal,Dhawal,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,dhawal.dhawal@www.generalatlantic.com,,
Max,Max,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Technology,max.max@www.generalatlantic.com,,
Senior,Senior,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Associate,senior.senior@www.generalatlantic.com,,
Rob,Rob,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Bakerian,rob.rob@www.generalatlantic.com,,
Nathan,Nathan,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,nathan.nathan@www.generalatlantic.com,,
Stephen,Stephen,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Technology,stephen.stephen@www.generalatlantic.com,,
Mia,Mia,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Sciences,mia.mia@www.generalatlantic.com,,
Guillaume,Guillaume,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Credit,guillaume.guillaume@www.generalatlantic.com,,
Dhairya,Dhairya,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Climate,dhairya.dhairya@www.generalatlantic.com,,
Abhishek,Abhishek,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,abhishek.abhishek@www.generalatlantic.com,,
Zihan,Zihan,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,zihan.zihan@www.generalatlantic.com,,
Jing,Jing,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Sciences,jing.jing@www.generalatlantic.com,,
Felipe,Felipe,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,felipe.felipe@www.generalatlantic.com,,
Dylan,Dylan,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Technology,dylan.dylan@www.generalatlantic.com,,
Jay,Jay,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Climate,jay.jay@www.generalatlantic.com,,
Mukund,Mukund,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,mukund.mukund@www.generalatlantic.com,,
Connor,Connor,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,connor.connor@www.generalatlantic.com,,
Adrian,Adrian,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,adrian.adrian@www.generalatlantic.com,,
Nicolai,Nicolai,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,nicolai.nicolai@www.generalatlantic.com,,
Hanna,Hanna,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Healthcare,hanna.hanna@www.generalatlantic.com,,
Marcin,Marcin,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,marcin.marcin@www.generalatlantic.com,,
Jackie,Jackie,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Technology,jackie.jackie@www.generalatlantic.com,,
Nikhil,Nikhil,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Technology,nikhil.nikhil@www.generalatlantic.com,,
Lakshay,Lakshay,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,lakshay.lakshay@www.generalatlantic.com,,
Riccardo,Riccardo,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,riccardo.riccardo@www.generalatlantic.com,,
Chloe,Chloe,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Technology,chloe.chloe@www.generalatlantic.com,,
Guy,Guy,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,guy.guy@www.generalatlantic.com,,
Kartik,Kartik,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Sciences,kartik.kartik@www.generalatlantic.com,,
Ryan,Ryan,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,ryan.ryan@www.generalatlantic.com,,
Andre,Andre,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,andre.andre@www.generalatlantic.com,,
Morgan,Morgan,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Climate,morgan.morgan@www.generalatlantic.com,,
Luiza,Luiza,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,luiza.luiza@www.generalatlantic.com,,
Javier,Javier,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,javier.javier@www.generalatlantic.com,,
Gaby,Gaby,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Hamburger,gaby.gaby@www.generalatlantic.com,,
Zac,Zac,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,zac.zac@www.generalatlantic.com,,
Malte,Malte,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,malte.malte@www.generalatlantic.com,,
Amar,Amar,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,amar.amar@www.generalatlantic.com,,
Catherine,Catherine,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Technology,catherine.catherine@www.generalatlantic.com,,
Adam,Adam,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Technology,adam.adam@www.generalatlantic.com,,
Addison,Addison,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Healthcare,addison.addison@www.generalatlantic.com,,
Patrick,Patrick,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,patrick.patrick@www.generalatlantic.com,,
Lucy,Lucy,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Climate,lucy.lucy@www.generalatlantic.com,,
Elina,Elina,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Technology,elina.elina@www.generalatlantic.com,,
Sophie,Sophie,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,sophie.sophie@www.generalatlantic.com,,
Ade,Ade,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Climate,ade.ade@www.generalatlantic.com,,
Acacia,Acacia,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Climate,acacia.acacia@www.generalatlantic.com,,
Jonas,Jonas,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,jonas.jonas@www.generalatlantic.com,,
Luke,Luke,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Technology,luke.luke@www.generalatlantic.com,,
Sam,Sam,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Equity,sam.sam@www.generalatlantic.com,,
Eldar,Eldar,General Atlantic,https://www.generalatlantic.com/our-team/?group=investment-team,Technology,eldar.eldar@www.generalatlantic.com,,
